Term	Gene
Noradrenergic_neurons	Htr3b
Noradrenergic_neurons	Colq
Noradrenergic_neurons	Afp
Noradrenergic_neurons	Prlh
Noradrenergic_neurons	Phox2b
Noradrenergic_neurons	Casr
Noradrenergic_neurons	Gch1
Noradrenergic_neurons	Dbh
Noradrenergic_neurons	Pi16
Noradrenergic_neurons	Hand1
Noradrenergic_neurons	Arg1
Noradrenergic_neurons	Fst
Noradrenergic_neurons	Slc6a2
Noradrenergic_neurons	Arhgap36
Noradrenergic_neurons	Sctr
Noradrenergic_neurons	Tspan8
Noradrenergic_neurons	Gpat2
Dopaminergic_neurons	En1
Dopaminergic_neurons	Npw
Dopaminergic_neurons	Ret
Dopaminergic_neurons	D930028M14Rik
Dopaminergic_neurons	C130021I20Rik
Dopaminergic_neurons	Slc6a3
Dopaminergic_neurons	Chrna6
Dopaminergic_neurons	Chrnb3
Dopaminergic_neurons	Ddc
Dopaminergic_neurons	Aldh1a1
Dopaminergic_neurons	Trh
Dopaminergic_neurons	Th
Dopaminergic_neurons	Pax6
Dopaminergic_neurons	Lgr5
Dopaminergic_neurons	Syndig1l
Purkinje_cells	Pcp2
Purkinje_cells	Slc1a6
Purkinje_cells	Car8
Purkinje_cells	Ppp1r17
Purkinje_cells	Atp2a3
Cajal-Retzius_cells	Ndnf
Cajal-Retzius_cells	Nhlh2
Cajal-Retzius_cells	Trp73
Cajal-Retzius_cells	Ankrd35
Cajal-Retzius_cells	Lhx5
